,Date,Price,Open,High,Low,Vol.,Change %,BS_CUR_ASSET_REPORT,BS_TOT_ASSET,BS_CUR_LIAB,CF_CASH_FROM_FNC_ACT,CF_CASH_FROM_INV_ACT,TRAIL_12M_EST_COMPARABLE_EPS_ADJ,TRAIL_12M_EST_COMP_EPS_EXCL_STK,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,CUR_RATIO,CASH_ST_INVESTMENTS_PER_SH,PX_TO_TANG_BV_PER_SH,CAPEX_TO_DEPR_EXPN_RATIO,BOOK_VAL_PER_SH,TANG_BOOK_VAL_PER_SH,EV_TO_BOOK_VALUE,PX_TO_BOOK_RATIO,CURRENT_EV_TO_BOOK_VALUE,CAPITAL_EXPEND,RETURN_ON_CAP,CUR_MKT_CAP,FREE_FLOAT_MARKET_CAP,AVERAGE_MARKET_CAP,FREE_CASH_FLOW_PER_SH,CASH_FLOW_PER_SH,TRAIL_12M_CASH_FLOW_PER_SH,PX_TO_FREE_CASH_FLOW,PX_TO_CASH_FLOW,SHORT_AND_LONG_TERM_DEBT,TOTAL_DEBT_TO_CURRENT_EV,NET_DEBT_PER_SHARE,NET_DEBT_TO_EBITDA,DVD_PAYOUT_RATIO,INDX_GENERAL_EARN,INDX_GENERAL_PE_RATIO,EBIT,EBITDA,EBITDA_MARGIN,TRAIL_12M_EPS_BEF_XO_ITEM,T12_EPS_CONT_OPS,TRAIL_12M_EBITDA_PER_SHARE,TRAIL_12M_EPS,EARN_YLD,PX_TO_EBITDA,CURRENT_EV_TO_T12M_EBITDA,CURRENT_EV_TO_T12M_EBIT,LONG_TERM_PRICE_EARNINGS_RATIO,ENTERPRISE_VALUE,EV_TO_T12M_SALES,EV_TO_BOOK_VALUE1,TOTAL_DEBT_TO_EV1,CURR_ENTP_VAL,CURRENT_EV_TO_12M_SALES,CURRENT_EV_TO_T12M_EBITDA1,CURRENT_EV_TO_T12M_EBIT1,CURRENT_EV_TO_BOOK_VALUE1,TOTAL_DEBT_TO_CURRENT_EV1,TOTAL_EQUITY1,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY1,FREE_CASH_FLOW_PER_SH1,TRAIL_12M_CAP_EXPEND,OPER_INC_PER_SH,TRAIL_12M_CASH_FROM_INV_ACT,OPER_MARGIN,PROF_MARGIN,TRAIL_12M_OPER_MARGIN,TRAIL_12M_PROF_MARGIN,PX_TO_FREE_CASH_FLOW1,PX_TO_BOOK_RATIO1,PX_TO_SALES_RATIO,PX_TO_CASH_FLOW1,PX_TO_EBITDA1,PX_TO_TANG_BV_PER_SH1,REVENUE_PER_SH,EV_TO_T12M_SALES1,TRAIL_12M_SALES_PER_SH,PX_TO_SALES_RATIO1,TRAIL_12M_EPS_AFTER_XO1,TRAIL_12M_DILUTED_EPS1,TRAIL_12M_EPS_BEF_XO_ITEM1,TRAIL_12M_CAP_EXPEND1,TRAIL_12M_GROSS_MARGIN1,TRAIL_12M_OPER_MARGIN1,TRAIL_12M_PROF_MARGIN1,TRAIL_12M_SALES_PER_SH1,TRAIL_12M_CASH_FLOW_PER_SH1,T12_EPS_CONT_OPS1,TRAIL_12M_EBITDA_PER_SHARE1,TRAIL_12M_EPS1,CURRENT_EV_TO_T12M_EBITDA2,CURRENT_EV_TO_T12M_EBIT2,TRAIL_12M_CASH_FROM_INV_ACT1,TRAIL_12M_CASH_FROM_FNC_ACT,EBIT1,EBITDA1,IS_EPS,IS_DILUTED_EPS,IS_BASIC_EPS_CONT_OPS,IS_DEPR_EXP,PE_RATIO,T12_EPS_AGGTE,INDX_WEIGHTED_BOOK_VAL,INDX_ADJ_PE,INDX_PX_SALES,INDX_ADJ_POSITIVE_PE,INDX_POS_ERN,IDX_ENTERPRISE_VALUE,NET_DPS_12M_AGGTE,NET_AGGTE_DVD_YLD,TURNOVER
1733,2008-01-24,"26,463.13","25,135.13","26,463.13","25,135.13",209.38M,5.28%,5923.95,58996.5,4938.25,-618.41,-2035.5,2269.11,2021.59,4.27,11.75,1.2,3788.29,3.55,2.51,9911.13,7452.66,3.1293,2.67,3.1293,-1454.98,18.04,4352396.0,4216392.0,26062.25,1276.72,3047.49,3047.49,20.73,8.6836,6933.92,0.22,3184.52,0.91,35.39,2033.03,13.0166,3524.76,3484.47,21.7,2289.33,1978.54,3484.47,2033.03,7.6825,7.5946,8.901,8.7993,18.29,31015.21,1.9313,3.1293,0.22,31015.21,1.9313,8.901,8.7993,3.1293,0.22,11084.29,23.71,62.56,1276.72,-1454.98,3524.76,-2035.5,20.61,14.54,20.61,14.54,20.73,2.67,1.6478,8.6836,7.5946,3.55,16059.44,1.9313,16059.44,1.6478,2332.81,2270.96,2289.33,-1454.98,32.09,20.61,14.54,16059.44,3047.49,1978.54,3484.47,2033.03,8.901,8.7993,-2035.5,-618.41,3524.76,3484.47,2332.81,2270.96,1978.54,579.56,13.0166,2033.03,9911.13,13.0166,1.6478,12.1856,2171.67,31015.21,760.93,2.88,13365910.0
1734,2008-01-23,"25,135.13","25,397.17","26,087.49","24,825.40",241.76M,-1.03%,5941.88,59005.19,4953.35,-618.5,-2035.8,2270.79,2023.08,4.27,11.75,1.2,3788.84,3.37,2.5,9912.59,7460.08,2.9999,2.5357,2.9999,-1455.2,18.04,4144938.0,4012966.0,24819.99,1276.96,3048.06,3048.06,19.68,8.2463,6934.94,0.23,3185.13,0.91,35.39,2033.41,12.3611,3525.27,3496.49,21.77,2289.96,1980.24,3496.49,2033.41,8.0899,7.1887,8.5048,8.4353,17.27,29736.86,1.8513,2.9999,0.23,29736.86,1.8513,8.5048,8.4353,2.9999,0.23,11085.92,23.71,62.56,1276.96,-1455.2,3525.27,-2035.8,20.61,14.54,20.61,14.54,19.68,2.5357,1.5648,8.2463,7.1887,3.37,16062.76,1.8513,16062.76,1.5648,2333.25,2271.59,2289.96,-1455.2,32.09,20.61,14.54,16062.76,3048.06,1980.24,3496.49,2033.41,8.5048,8.4353,-2035.8,-618.5,3525.27,3496.49,2333.25,2271.59,1980.24,581.59,12.3611,2033.41,9912.59,12.3611,1.5648,11.5622,2173.9,29736.86,760.93,3.03,14701770.0
1735,2008-01-22,"25,397.17","25,423.69","25,948.70","24,005.35",286.57M,-0.10%,5932.38,58996.69,4945.35,-618.41,-2035.5,2269.91,2022.3,4.27,11.75,1.2,3788.3,3.4,2.51,9911.16,7469.2,3.0089,2.5625,3.0089,-1454.99,18.04,4194024.0,4060921.0,25113.92,1276.76,3047.58,3047.58,19.89,8.3336,6933.94,0.23,3184.62,0.91,35.39,2033.09,12.4919,3524.77,3488.99,21.72,2289.54,1978.8,3488.99,2033.09,8.0052,7.2792,8.5474,8.4606,17.46,29821.64,1.8569,3.0089,0.23,29821.64,1.8569,8.5474,8.4606,3.0089,0.23,11084.32,23.71,62.56,1276.76,-1454.99,3524.77,-2035.5,20.61,14.54,20.61,14.54,19.89,2.5625,1.5814,8.3336,7.2792,3.4,16060.05,1.8569,16060.05,1.5814,2332.88,2271.17,2289.54,-1454.99,32.09,20.61,14.54,16060.05,3047.58,1978.8,3488.99,2033.09,8.5474,8.4606,-2035.5,-618.41,3524.77,3488.99,2332.88,2271.17,1978.8,580.21,12.4919,2033.09,9911.16,12.4919,1.5814,11.6914,2172.3,29821.64,760.93,3.0,16917290.0
1736,2008-01-21,"25,423.69","26,652.66","26,652.66","25,261.00",214.67M,-4.61%,5915.94,58990.11,4931.67,-618.34,-2035.28,2270.18,2022.54,4.27,11.75,1.2,3787.88,3.4,2.51,9910.05,7471.06,3.0218,2.5654,3.0218,-1454.83,18.04,4207142.0,4074861.0,25192.47,1276.57,3047.13,3047.13,19.92,8.3435,6933.16,0.23,3184.15,0.92,35.39,2032.79,12.5068,3524.37,3476.87,21.65,2289.06,1977.7,3476.87,2032.79,7.9957,7.3122,8.613,8.4969,17.37,29946.34,1.8649,3.0218,0.23,29946.34,1.8649,8.613,8.4969,3.0218,0.23,11083.09,23.71,62.56,1276.57,-1454.83,3524.37,-2035.28,20.61,14.54,20.61,14.54,19.92,2.5654,1.5832,8.3435,7.3122,3.4,16058.14,1.8649,16058.14,1.5832,2332.54,2270.69,2289.06,-1454.83,32.09,20.61,14.54,16058.14,3047.13,1977.7,3476.87,2032.79,8.613,8.4969,-2035.28,-618.34,3524.37,3476.87,2332.54,2270.69,1977.7,578.78,12.5068,2032.79,9910.05,12.5068,1.5832,11.7187,2169.5,29946.34,761.44,2.99,12849120.0
1737,2008-01-18,"26,652.66","27,039.97","27,039.97","26,232.99",196.98M,-1.43%,5910.81,58978.52,4927.25,-618.22,-2034.88,2269.95,2022.34,4.27,11.75,1.2,3787.13,3.57,2.52,9908.1,7468.99,3.1469,2.69,3.1469,-1454.54,18.04,4402564.0,4264789.0,26362.66,1276.31,3046.51,3046.51,20.88,8.7486,6931.8,0.22,3183.5,0.92,35.39,2032.37,13.1141,3523.68,3472.38,21.63,2288.63,1977.64,3472.38,2032.37,7.6254,7.6756,8.9794,8.8486,18.37,31179.7,1.942,3.1469,0.22,31179.7,1.942,8.9794,8.8486,3.1469,0.22,11080.91,23.71,62.56,1276.31,-1454.54,3523.68,-2034.88,20.61,14.54,20.61,14.54,20.88,2.69,1.6601,8.7486,7.6756,3.57,16055.25,1.942,16055.25,1.6601,2332.06,2270.26,2288.63,-1454.54,32.09,20.61,14.54,16055.25,3046.51,1977.64,3472.38,2032.37,8.9794,8.8486,-2034.88,-618.22,3523.68,3472.38,2332.06,2270.26,1977.64,577.59,13.1141,2032.37,9908.1,13.1141,1.6601,12.2945,2167.86,31179.7,761.24,2.86,11771950.0
1738,2008-01-17,"27,039.97","26,911.50","27,135.37","26,218.50",200.28M,0.48%,5924.04,58987.39,4938.24,-618.32,-2035.18,2270.14,2022.51,4.27,11.75,1.2,3787.7,3.62,2.52,9909.6,7474.5,3.1932,2.7287,3.1932,-1454.76,18.04,4471093.0,4331750.0,26773.01,1276.51,3047.0,3047.0,21.18,8.8743,6932.85,0.22,3184.01,0.91,35.39,2032.7,13.3025,3524.21,3480.09,21.67,2289.03,1978.28,3480.09,2032.7,7.5174,7.7699,9.0926,8.9788,18.63,31643.02,1.9705,3.1932,0.22,31643.02,1.9705,9.0926,8.9788,3.1932,0.22,11082.57,23.71,62.56,1276.51,-1454.76,3524.21,-2035.18,20.61,14.54,20.61,14.54,21.18,2.7287,1.6839,8.8743,7.7699,3.62,16057.98,1.9705,16057.98,1.6839,2332.43,2270.66,2289.03,-1454.76,32.09,20.61,14.54,16057.98,3047.0,1978.28,3480.09,2032.7,9.0926,8.9788,-2035.18,-618.32,3524.21,3480.09,2332.43,2270.66,1978.28,577.97,13.3025,2032.7,9909.6,13.3025,1.6839,12.4552,2170.97,31643.02,761.24,2.82,13135760.0
1739,2008-01-16,"26,911.50","27,635.97","27,635.97","26,513.23",237.41M,-2.62%,5917.3,58987.55,4932.63,-618.32,-2035.19,2270.35,2022.7,4.27,11.75,1.2,3787.71,3.6,2.52,9909.62,7480.5,3.1834,2.7157,3.1834,-1454.76,18.04,4455656.0,4313343.0,26680.57,1276.54,3047.07,3047.07,21.08,8.8319,6932.86,0.22,3184.09,0.92,35.39,2032.75,13.239,3524.22,3475.76,21.64,2289.2,1978.4,3475.76,2032.75,7.5535,7.7426,9.0761,8.9513,17.97,31546.39,1.9644,3.1834,0.22,31546.39,1.9644,9.0761,8.9513,3.1834,0.22,11082.6,23.71,62.56,1276.54,-1454.76,3524.22,-2035.19,20.61,14.54,20.61,14.54,21.08,2.7157,1.6758,8.8319,7.7426,3.6,16058.7,1.9644,16058.7,1.6758,2332.49,2270.83,2289.2,-1454.76,32.09,20.61,14.54,16058.7,3047.07,1978.4,3475.76,2032.75,9.0761,8.9513,-2035.19,-618.32,3524.22,3475.76,2332.49,2270.83,1978.4,577.28,13.239,2032.75,9909.62,13.239,1.6758,12.4065,2169.15,31546.39,761.24,2.83,14091350.0
1740,2008-01-15,"27,635.97","27,951.19","28,007.42","27,635.97",148.16M,-1.13%,5900.68,58977.84,4918.7,-618.22,-2034.85,2269.89,2022.29,4.27,11.75,1.2,3787.09,3.69,2.53,9907.99,7487.18,3.2616,2.7893,3.2616,-1454.52,18.04,4576423.0,4427551.0,27403.73,1276.35,3046.61,3046.61,21.65,9.0711,6931.72,0.21,3183.6,0.92,35.39,2032.44,13.5974,3523.64,3466.38,21.59,2288.8,1977.09,3466.38,2032.44,7.3543,7.9726,9.3226,9.1711,18.57,32315.63,2.0126,3.2616,0.21,32315.63,2.0126,9.3226,9.1711,3.2616,0.21,11080.78,23.71,62.56,1276.35,-1454.52,3523.64,-2034.85,20.61,14.54,20.61,14.54,21.65,2.7893,1.7211,9.0711,7.9726,3.69,16056.73,2.0126,16056.73,1.7211,2332.13,2270.43,2288.8,-1454.52,32.09,20.61,14.54,16056.73,3046.61,1977.09,3466.38,2032.44,9.3226,9.1711,-2034.85,-618.22,3523.64,3466.38,2332.13,2270.43,1977.09,575.87,13.5974,2032.44,9907.99,13.5974,1.7211,12.7462,2168.17,32315.63,761.24,2.75,9947078.0
1741,2008-01-14,"27,951.19","27,509.25","28,080.32","27,310.70",169.71M,1.61%,5901.39,58979.63,4919.29,-618.23,-2034.91,2269.77,2022.18,4.27,11.75,1.2,3787.2,3.74,2.53,9908.29,7481.33,3.2921,2.821,3.2921,-1454.57,18.04,4624896.0,4473552.0,27693.99,1276.38,3046.68,3046.68,21.9,9.1743,6931.93,0.21,3183.68,0.92,35.39,2032.49,13.7522,3523.75,3467.14,21.59,2288.86,1977.02,3467.14,2032.49,7.2716,8.0617,9.4082,9.257,19.65,32619.45,2.0315,3.2921,0.21,32619.45,2.0315,9.4082,9.257,3.2921,0.21,11081.12,23.71,62.56,1276.38,-1454.57,3523.75,-2034.91,20.61,14.54,20.61,14.54,21.9,2.821,1.7408,9.1743,8.0617,3.74,16056.91,2.0315,16056.91,1.7408,2332.19,2270.49,2288.86,-1454.57,32.09,20.61,14.54,16056.91,3046.68,1977.02,3467.14,2032.49,9.4082,9.257,-2034.91,-618.23,3523.75,3467.14,2332.19,2270.49,1977.02,575.85,13.7522,2032.49,9908.29,13.7522,1.7408,12.8922,2168.07,32619.45,761.24,2.72,9967083.0
1742,2008-01-11,"27,509.25","27,903.94","28,094.18","27,509.25",201.98M,-1.41%,5937.51,58996.22,4925.72,-631.94,-2017.77,2272.46,2024.74,4.27,11.7,1.21,3780.51,3.67,2.53,9936.03,7491.02,3.2362,2.7686,3.2362,-1455.34,18.04,4556286.0,4403670.0,27120.75,1269.2,3040.38,3040.38,21.67,9.048,6902.51,0.21,3160.98,0.91,35.27,2034.32,13.5226,3525.32,3470.69,21.58,2290.78,1979.83,3470.69,2034.32,7.395,7.9262,9.2646,9.121,19.3,32154.54,1.9995,3.2362,0.21,32154.54,1.9995,9.2646,9.121,3.2362,0.21,11108.38,23.66,62.14,1269.2,-1455.34,3525.32,-2017.77,20.59,14.53,20.59,14.53,21.67,2.7686,1.7107,9.048,7.9262,3.67,16080.98,1.9995,16080.98,1.7107,2334.07,2272.31,2290.78,-1455.34,32.15,20.59,14.53,16080.98,3040.38,1979.83,3470.69,2034.32,9.2646,9.121,-2017.77,-631.94,3525.32,3470.69,2334.07,2272.31,1979.83,574.98,13.5226,2034.32,9936.03,13.5226,1.7107,12.6678,2171.59,32154.54,759.56,2.76,12385900.0
1743,2008-01-10,"27,903.94","28,400.78","28,632.68","27,872.02",199.49M,-1.75%,5939.6,58991.76,4927.4,-631.89,-2017.62,2272.27,2024.58,4.27,11.7,1.21,3780.22,3.73,2.53,9935.27,7484.09,3.2837,2.8086,3.2837,-1455.23,18.04,4614514.0,4457339.0,27467.35,1269.13,3040.22,3040.22,21.99,9.1783,6901.99,0.21,3160.82,0.91,35.27,2034.21,13.7173,3525.05,3471.3,21.59,2290.79,1980.53,3471.3,2034.21,7.29,8.0385,9.3983,9.255,19.52,32624.24,2.0288,3.2837,0.21,32624.24,2.0288,9.3983,9.255,3.2837,0.21,11107.54,23.66,62.14,1269.13,-1455.23,3525.05,-2017.62,20.59,14.53,20.59,14.53,21.99,2.8086,1.7353,9.1783,8.0385,3.73,16080.46,2.0288,16080.46,1.7353,2333.96,2272.33,2290.79,-1455.23,32.15,20.59,14.53,16080.46,3040.22,1980.53,3471.3,2034.21,9.3983,9.255,-2017.62,-631.89,3525.05,3471.3,2333.96,2272.33,1980.53,575.34,13.7173,2034.21,9935.27,13.7173,1.7353,12.8728,2167.67,32624.24,759.56,2.72,13666490.0
1744,2008-01-09,"28,400.78","28,937.43","28,937.43","28,266.11",173.05M,-1.85%,5947.81,58993.38,4934.2,-631.91,-2017.67,2272.05,2024.38,4.27,11.7,1.21,3780.33,3.8,2.53,9935.55,7481.32,3.3318,2.8585,3.3318,-1455.27,18.04,4696313.0,4534704.0,27954.24,1269.16,3040.27,3040.27,22.38,9.3415,6902.18,0.21,3160.87,0.91,35.27,2034.24,13.9613,3525.14,3476.54,21.62,2290.8,1980.49,3476.54,2034.24,7.1626,8.1693,9.522,9.3907,19.84,33103.53,2.0586,3.3318,0.21,33103.53,2.0586,9.522,9.3907,3.3318,0.21,11107.85,23.66,62.14,1269.16,-1455.27,3525.14,-2017.67,20.59,14.53,20.59,14.53,22.38,2.8585,1.7662,9.3415,8.1693,3.8,16080.57,2.0586,16080.57,1.7662,2333.99,2272.34,2290.8,-1455.27,32.15,20.59,14.53,16080.57,3040.27,1980.49,3476.54,2034.24,9.522,9.3907,-2017.67,-631.91,3525.14,3476.54,2333.99,2272.34,1980.49,575.78,13.9613,2034.24,9935.55,13.9613,1.7662,13.1142,2165.65,33103.53,759.56,2.67,12778670.0
1745,2008-01-08,"28,937.43","28,640.42","28,941.05","28,533.21",116.21M,1.04%,5947.81,58987.87,4936.13,-631.8,-2017.6,2271.45,2023.86,4.27,11.7,1.2,3779.52,3.88,2.53,9934.2,7466.3,3.3816,2.9129,3.3816,-1455.13,18.04,4771241.0,4606137.0,28232.2,1269.79,3040.72,3040.72,22.79,9.5166,6901.39,0.21,3160.89,0.91,35.27,2034.3,14.2248,3524.99,3477.17,21.62,2290.47,1979.86,3477.17,2034.3,7.03,8.3221,9.6611,9.53,20.15,33593.21,2.0885,3.3816,0.21,33593.21,2.0885,9.6611,9.53,3.3816,0.21,11106.43,23.66,62.14,1269.79,-1455.13,3524.99,-2017.6,20.59,14.52,20.59,14.52,22.79,2.9129,1.7990000000000002,9.5166,8.3221,3.88,16085.08,2.0885,16085.08,1.7990000000000002,2333.73,2271.95,2290.47,-1455.13,32.15,20.59,14.52,16085.08,3040.72,1979.86,3477.17,2034.3,9.6611,9.53,-2017.6,-631.8,3524.99,3477.17,2333.73,2271.95,1979.86,575.71,14.2248,2034.3,9934.2,14.2248,1.7990000000000002,13.3657,2165.04,33593.21,759.59,2.62,8666775.0
1746,2008-01-07,"28,640.42","28,979.73","28,979.73","28,471.83",93.92M,-1.17%,5949.23,58992.09,4937.35,-631.85,-2017.74,2271.74,2024.11,4.27,11.7,1.2,3779.79,3.84,2.53,9934.92,7457.57,3.3583,2.8828,3.3583,-1455.23,18.04,4715537.0,4553342.0,27902.59,1269.91,3041.01,3041.01,22.55,9.4181,6901.88,0.21,3161.19,0.91,35.27,2034.49,14.0774,3525.24,3477.58,21.62,2290.7,1979.96,3477.58,2034.49,7.1036,8.2357,9.5942,9.4644,19.88,33364.46,2.074,3.3583,0.21,33364.46,2.074,9.5942,9.4644,3.3583,0.21,11107.23,23.66,62.14,1269.91,-1455.23,3525.24,-2017.74,20.59,14.52,20.59,14.52,22.55,2.8828,1.7803,9.4181,8.2357,3.84,16086.98,2.074,16086.98,1.7803,2333.96,2272.18,2290.7,-1455.23,32.15,20.59,14.52,16086.98,3041.01,1979.96,3477.58,2034.49,9.5942,9.4644,-2017.74,-631.85,3525.24,3477.58,2333.96,2272.18,1979.96,576.0,14.0774,2034.49,9934.92,14.0774,1.7803,13.2402,2163.14,33364.46,759.59,2.65,7342351.0
1747,2008-01-04,"28,979.73","29,124.84","29,627.44","28,915.01",105.11M,-0.50%,5943.68,58975.01,4932.69,-631.66,-2017.16,2270.9,2023.36,4.27,11.7,1.2,3778.7,3.89,2.53,9932.04,7457.04,3.3954,2.9178,3.3954,-1454.81,18.04,4770361.0,4608750.0,28226.99,1269.54,3040.12,3040.12,22.83,9.5324,6899.88,0.2,3160.27,0.91,35.27,2033.9,14.2484,3524.22,3474.07,21.6,2290.09,1979.19,3474.07,2033.9,7.0183,8.3417,9.7071,9.568999999999999,20.2,33723.2,2.0969,3.3954,0.2,33723.2,2.0969,9.7071,9.568999999999999,3.3954,0.2,11104.01,23.66,62.14,1269.54,-1454.81,3524.22,-2017.16,20.59,14.52,20.59,14.52,22.83,2.9178,1.8019999999999998,9.5324,8.3417,3.89,16082.1,2.0969,16082.1,1.8019999999999998,2333.27,2271.57,2290.09,-1454.81,32.15,20.59,14.52,16082.1,3040.12,1979.19,3474.07,2033.9,9.7071,9.568999999999999,-2017.16,-631.66,3524.22,3474.07,2333.27,2271.57,1979.19,575.69,14.2484,2033.9,9932.04,14.2484,1.8019999999999998,13.408,2161.37,33723.2,755.59,2.61,8816720.0
1748,2008-01-03,"29,124.84","29,290.15","29,290.15","28,896.67",106.01M,-0.47%,5954.4,58975.65,4941.48,-631.67,-2017.18,2270.82,2023.29,4.27,11.7,1.2,3778.74,3.9,2.53,9932.15,7459.66,3.4149,2.9324,3.4149,-1454.83,18.04,4798375.0,4635386.0,28392.75,1269.59,3040.24,3040.24,22.94,9.5798,6899.96,0.2,3160.39,0.91,35.27,2033.98,14.3191,3524.26,3480.66,21.64,2290.2,1979.8,3480.66,2033.98,6.9837,8.3676,9.7446,9.624,20.38,33917.54,2.1089,3.4149,0.2,33917.54,2.1089,9.7446,9.624,3.4149,0.2,11104.13,23.66,62.14,1269.59,-1454.83,3524.26,-2017.18,20.59,14.52,20.59,14.52,22.94,2.9324,1.8109,9.5798,8.3676,3.9,16082.76,2.1089,16082.76,1.8109,2333.37,2271.68,2290.2,-1454.83,32.15,20.59,14.52,16082.76,3040.24,1979.8,3480.66,2033.98,9.7446,9.624,-2017.18,-631.67,3524.26,3480.66,2333.37,2271.68,1979.8,576.1,14.3191,2033.98,9932.15,14.3191,1.8109,13.4776,2160.98,33917.54,755.59,2.59,8230322.0
1749,2008-01-02,"29,263.41","28,957.97","29,389.67","28,957.97",56.43M,1.05%,5966.29,58970.19,4951.36,-631.61,-2016.99,2270.54,2023.04,4.27,11.7,1.2,3778.39,3.93,2.52,9931.23,7457.99,3.4244,2.9493,3.4244,-1454.69,18.04,4825898.0,4661845.0,28555.61,1269.47,3039.95,3039.95,23.07,9.6351,6899.32,0.2,3160.09,0.91,35.27,2033.78,14.4018,3523.94,3488.26,21.69,2289.95,1980.21,3488.26,2033.78,6.9436,8.3968,9.7494,9.6507,20.51,34008.34,2.1148,3.4244,0.2,34008.34,2.1148,9.7494,9.6507,3.4244,0.2,11103.1,23.66,62.14,1269.47,-1454.69,3523.94,-2016.99,20.59,14.52,20.59,14.52,23.07,2.9493,1.8214,9.6351,8.3968,3.93,16081.26,2.1148,16081.26,1.8214,2333.14,2271.44,2289.95,-1454.69,32.15,20.59,14.52,16081.26,3039.95,1980.21,3488.26,2033.78,9.7494,9.6507,-2016.99,-631.61,3523.94,3488.26,2333.14,2271.44,1980.21,577.17,14.4018,2033.78,9931.23,14.4018,1.8214,13.5845,2156.15,34008.34,755.59,2.58,4106071.0
1750,2007-12-31,"28,957.97","29,634.65","29,701.68","28,957.97",43.47M,-2.28%,5970.05,58962.28,4954.53,-631.53,-2016.72,2270.58,2023.08,4.27,11.7,1.2,3777.88,3.88,2.52,9929.9,7453.85,3.3976,2.9162,3.3976,-1454.49,18.04,4768983.0,4607050.0,28218.83,1269.35,3039.67,3039.67,22.81,9.5267,6898.39,0.2,3159.8,0.91,35.27,2033.59,14.2398,3523.46,3490.16,21.7,2289.53,1980.34,3490.16,2033.59,7.0226,8.297,9.6664,9.5751,21.13,33737.39,2.0981,3.3976,0.2,33737.39,2.0981,9.6664,9.5751,3.3976,0.2,11101.61,23.66,62.14,1269.35,-1454.49,3523.46,-2016.72,20.59,14.52,20.59,14.52,22.81,2.9162,1.8008,9.5267,8.297,3.88,16080.17,2.0981,16080.17,1.8008,2332.92,2271.02,2289.53,-1454.49,32.15,20.59,14.52,16080.17,3039.67,1980.34,3490.16,2033.59,9.6664,9.5751,-2016.72,-631.53,3523.46,3490.16,2332.92,2271.02,1980.34,577.46,14.2398,2033.59,9929.9,14.2398,1.8008,13.4296,2156.29,33737.39,755.59,2.61,2702601.0
1751,2007-12-28,"29,634.65","29,781.39","29,781.39","29,505.68",62.95M,-0.49%,5875.99,57225.53,4607.95,-347.36,-1769.52,2235.71,2051.79,4.78,10.55,1.28,3622.87,4.19,2.46,10006.35,7080.3,3.3709,2.9616,3.3709,-1321.15,19.22,4880129.0,4714591.0,28876.5,940.1,2544.91,2544.91,31.52,11.6447,6039.26,0.18,2543.36,0.75,30.73,2377.38,12.4653,3553.81,3387.0,21.22,2706.37,2401.65,3387.0,2377.38,8.0223,8.7495,9.9589,9.4915,21.62,33730.84,2.1134,3.3709,0.18,33730.84,2.1134,9.9589,9.4915,3.3709,0.18,11193.07,26.48,53.96,940.1,-1321.15,3553.81,-1769.52,20.89,15.79,20.89,15.79,31.52,2.9616,1.8567,11.6447,8.7495,4.19,15960.51,2.1134,15960.51,1.8567,2704.59,2627.48,2706.37,-1321.15,32.7,20.89,15.79,15960.51,2544.91,2401.65,3387.0,2377.38,9.9589,9.4915,-1769.52,-347.36,3553.81,3387.0,2704.59,2627.48,2401.65,536.98,12.4653,2377.38,10006.35,12.4653,1.8567,11.9528,2479.3,33730.84,755.59,2.55,4885012.0
1752,2007-12-27,"29,781.39","29,505.36","29,931.39","29,505.36",94.76M,0.94%,5872.66,57213.15,4605.35,-347.28,-1769.14,2234.96,2051.1,4.78,10.55,1.28,3622.09,4.21,2.46,10004.19,7079.53,3.3929,2.9769,3.3929,-1320.87,19.22,4904598.0,4737435.0,29021.29,939.89,2544.38,2544.38,31.69,11.7048,6037.94,0.18,2542.8,0.75,30.73,2376.87,12.5297,3553.04,3385.52,21.22,2705.69,2399.99,3385.52,2376.87,7.9811,8.7967,10.026,9.5533,21.7,33943.23,2.1272,3.3929,0.18,33943.23,2.1272,10.026,9.5533,3.3929,0.18,11190.65,26.48,53.96,939.89,-1320.87,3553.04,-1769.14,20.89,15.79,20.89,15.79,31.69,2.9769,1.8664,11.7048,8.7967,4.21,15956.82,2.1272,15956.82,1.8664,2704.02,2626.82,2705.69,-1320.87,32.7,20.89,15.79,15956.82,2544.38,2399.99,3385.52,2376.87,10.026,9.5533,-1769.14,-347.28,3553.04,3385.52,2704.02,2626.82,2399.99,536.59,12.5297,2376.87,10004.19,12.5297,1.8664,12.0098,2479.76,33943.23,752.88,2.53,7033112.0
