,Date,Price,Open,High,Low,Vol.,Change %,BS_CUR_ASSET_REPORT,BS_TOT_ASSET,BS_CUR_LIAB,CF_CASH_FROM_FNC_ACT,CF_CASH_FROM_INV_ACT,TRAIL_12M_EST_COMPARABLE_EPS_ADJ,TRAIL_12M_EST_COMP_EPS_EXCL_STK,RETURN_ON_ASSET,TOT_DEBT_TO_TOT_ASSET,CUR_RATIO,CASH_ST_INVESTMENTS_PER_SH,PX_TO_TANG_BV_PER_SH,CAPEX_TO_DEPR_EXPN_RATIO,BOOK_VAL_PER_SH,TANG_BOOK_VAL_PER_SH,EV_TO_BOOK_VALUE,PX_TO_BOOK_RATIO,CURRENT_EV_TO_BOOK_VALUE,CAPITAL_EXPEND,RETURN_ON_CAP,CUR_MKT_CAP,FREE_FLOAT_MARKET_CAP,AVERAGE_MARKET_CAP,FREE_CASH_FLOW_PER_SH,CASH_FLOW_PER_SH,TRAIL_12M_CASH_FLOW_PER_SH,PX_TO_FREE_CASH_FLOW,PX_TO_CASH_FLOW,SHORT_AND_LONG_TERM_DEBT,TOTAL_DEBT_TO_CURRENT_EV,NET_DEBT_PER_SHARE,NET_DEBT_TO_EBITDA,DVD_PAYOUT_RATIO,INDX_GENERAL_EARN,INDX_GENERAL_PE_RATIO,EBIT,EBITDA,EBITDA_MARGIN,TRAIL_12M_EPS_BEF_XO_ITEM,T12_EPS_CONT_OPS,TRAIL_12M_EBITDA_PER_SHARE,TRAIL_12M_EPS,EARN_YLD,PX_TO_EBITDA,CURRENT_EV_TO_T12M_EBITDA,CURRENT_EV_TO_T12M_EBIT,LONG_TERM_PRICE_EARNINGS_RATIO,ENTERPRISE_VALUE,EV_TO_T12M_SALES,EV_TO_BOOK_VALUE1,TOTAL_DEBT_TO_EV1,CURR_ENTP_VAL,CURRENT_EV_TO_12M_SALES,CURRENT_EV_TO_T12M_EBITDA1,CURRENT_EV_TO_T12M_EBIT1,CURRENT_EV_TO_BOOK_VALUE1,TOTAL_DEBT_TO_CURRENT_EV1,TOTAL_EQUITY1,RETURN_COM_EQY,TOT_DEBT_TO_TOT_EQY1,FREE_CASH_FLOW_PER_SH1,TRAIL_12M_CAP_EXPEND,OPER_INC_PER_SH,TRAIL_12M_CASH_FROM_INV_ACT,OPER_MARGIN,PROF_MARGIN,TRAIL_12M_OPER_MARGIN,TRAIL_12M_PROF_MARGIN,PX_TO_FREE_CASH_FLOW1,PX_TO_BOOK_RATIO1,PX_TO_SALES_RATIO,PX_TO_CASH_FLOW1,PX_TO_EBITDA1,PX_TO_TANG_BV_PER_SH1,REVENUE_PER_SH,EV_TO_T12M_SALES1,TRAIL_12M_SALES_PER_SH,PX_TO_SALES_RATIO1,TRAIL_12M_EPS_AFTER_XO1,TRAIL_12M_DILUTED_EPS1,TRAIL_12M_EPS_BEF_XO_ITEM1,TRAIL_12M_CAP_EXPEND1,TRAIL_12M_GROSS_MARGIN1,TRAIL_12M_OPER_MARGIN1,TRAIL_12M_PROF_MARGIN1,TRAIL_12M_SALES_PER_SH1,TRAIL_12M_CASH_FLOW_PER_SH1,T12_EPS_CONT_OPS1,TRAIL_12M_EBITDA_PER_SHARE1,TRAIL_12M_EPS1,CURRENT_EV_TO_T12M_EBITDA2,CURRENT_EV_TO_T12M_EBIT2,TRAIL_12M_CASH_FROM_INV_ACT1,TRAIL_12M_CASH_FROM_FNC_ACT,EBIT1,EBITDA1,IS_EPS,IS_DILUTED_EPS,IS_BASIC_EPS_CONT_OPS,IS_DEPR_EXP,PE_RATIO,T12_EPS_AGGTE,INDX_WEIGHTED_BOOK_VAL,INDX_ADJ_PE,INDX_PX_SALES,INDX_ADJ_POSITIVE_PE,INDX_POS_ERN,IDX_ENTERPRISE_VALUE,NET_DPS_12M_AGGTE,NET_AGGTE_DVD_YLD,TURNOVER
914,2011-05-05,"31,582.14","31,856.64","32,040.37","31,365.08",204.15M,-0.86%,7990.68,66016.44,5048.72,101.46,-2534.6,3345.9,3345.9,3.82,11.98,1.58,4787.23,2.86,1.91,13894.9,11059.17,2.6428,2.2729,2.6428,-1604.39,13.08,5212900.0,3616412.0,31593.33,1190.78,2821.87,2821.87,26.52,11.1919,7908.94,0.22,2925.17,0.66,37.25,2259.24,13.9791,3523.24,4406.74,21.82,2284.8,2012.14,4406.74,2259.24,7.1535,7.1668,8.333,10.4226,16.79,36721.31,1.8179,2.6428,0.22,36721.31,1.8179,8.333,10.4226,2.6428,0.22,15332.2,17.21,51.58,1190.78,-1604.39,3523.24,-2534.6,16.96,11.65,16.96,11.65,26.52,2.2729,1.5635,11.1919,7.1668,2.86,20200.1,1.8179,20200.1,1.5635,2309.47,2253.12,2284.8,-1604.39,33.7,16.96,11.65,20200.1,2821.87,2012.14,4406.74,2259.24,8.333,10.4226,-2534.6,101.46,3523.24,4406.74,2309.47,2253.12,2012.14,841.58,13.9791,2259.24,13894.9,13.9791,1.5635,13.6981,2305.59,36721.31,827.83,2.62,12075140.0
915,2011-05-04,"31,856.64","32,325.83","32,325.83","31,763.39",193.20M,-1.45%,7991.54,66015.52,5049.26,101.46,-2534.58,3345.71,3345.71,3.82,11.98,1.58,4787.24,2.88,1.91,13894.92,11059.47,2.6602,2.2927,2.6602,-1604.4,13.08,5259218.0,3648132.0,31874.05,1190.79,2821.85,2821.85,26.75,11.2893,7908.95,0.21,2925.18,0.66,37.25,2259.21,14.1008,3523.22,4407.81,21.82,2284.76,2012.24,4407.81,2259.21,7.0918,7.2273,8.386000000000001,10.4915,17.0,36963.88,1.8299,2.6602,0.21,36963.88,1.8299,8.386000000000001,10.4915,2.6602,0.21,15331.98,17.21,51.58,1190.79,-1604.4,3523.22,-2534.58,16.96,11.65,16.96,11.65,26.75,2.2927,1.5771,11.2893,7.2273,2.88,20199.61,1.8299,20199.61,1.5771,2309.42,2253.07,2284.76,-1604.4,33.7,16.96,11.65,20199.61,2821.85,2012.24,4407.81,2259.21,8.386000000000001,10.4915,-2534.58,101.46,3523.22,4407.81,2309.42,2253.07,2012.24,841.65,14.1008,2259.21,13894.92,14.1008,1.5771,13.8172,2305.58,36963.88,827.83,2.6,13111290.0
916,2011-05-03,"32,325.83","32,836.23","32,836.23","32,250.22",187.05M,-1.55%,7985.9,66014.42,5045.7,101.45,-2534.42,3345.3,3345.3,3.82,11.98,1.58,4787.08,2.92,1.91,13894.45,11057.99,2.6956,2.3265,2.6956,-1604.27,13.08,5334963.0,3701632.0,32333.11,1190.69,2821.66,2821.66,27.15,11.4563,7908.68,0.21,2925.08,0.66,37.25,2259.1,14.3092,3522.99,4405.83,21.81,2284.69,2011.97,4405.83,2259.1,6.9885,7.3371,8.5009,10.6311,17.28,37453.35,1.8542,2.6956,0.21,37453.35,1.8542,8.5009,10.6311,2.6956,0.21,15331.73,17.21,51.58,1190.69,-1604.27,3522.99,-2534.42,16.96,11.65,16.96,11.65,27.15,2.3265,1.6004,11.4563,7.3371,2.92,20198.97,1.8542,20198.97,1.6004,2309.36,2253.01,2284.69,-1604.27,33.7,16.96,11.65,20198.97,2821.66,2011.97,4405.83,2259.1,8.5009,10.6311,-2534.42,101.45,3522.99,4405.83,2309.36,2253.01,2011.97,841.57,14.3092,2259.1,13894.45,14.3092,1.6004,14.0217,2305.41,37453.35,827.83,2.56,10781340.0
917,2011-04-29,"32,836.23","32,659.95","32,836.23","32,517.98",108.93M,0.54%,7982.97,66008.39,5043.85,101.44,-2534.02,3344.75,3344.75,3.82,11.98,1.58,4786.51,2.97,1.91,13892.8,11056.1,2.7327,2.3635,2.7327,-1603.97,13.08,5419219.0,3746935.0,32843.75,1190.47,2821.22,2821.22,27.58,11.639000000000001,7907.74,0.21,2924.73,0.66,37.25,2258.82,14.5369,3522.43,4404.5,21.81,2284.46,2011.64,4404.5,2258.82,6.8791,7.4552,8.6197,10.7782,17.6,37965.42,1.8798,2.7327,0.21,37965.42,1.8798,8.6197,10.7782,2.7327,0.21,15330.33,17.21,51.58,1190.47,-1603.97,3522.43,-2534.02,16.96,11.65,16.96,11.65,27.58,2.3635,1.6258,11.639000000000001,7.4552,2.97,20196.84,1.8798,20196.84,1.6258,2309.13,2252.78,2284.46,-1603.97,33.7,16.96,11.65,20196.84,2821.22,2011.64,4404.5,2258.82,8.6197,10.7782,-2534.02,101.44,3522.43,4404.5,2309.13,2252.78,2011.64,841.19,14.5369,2258.82,13892.8,14.5369,1.6258,14.2446,2305.17,37965.42,827.83,2.52,6503150.0
918,2011-04-28,"32,659.95","32,668.15","32,786.04","32,320.80",146.44M,-0.03%,7980.18,66011.6,5042.08,101.44,-2534.02,3344.89,3344.89,3.82,11.98,1.58,4786.71,2.95,1.91,13893.4,11056.22,2.7181,2.3508,2.7181,-1603.97,13.08,5388661.0,3727081.0,32658.55,1190.47,2821.22,2821.22,27.43,11.5765,7908.08,0.21,2924.86,0.66,37.25,2258.98,14.4578,3522.43,4403.27,21.8,2284.58,2011.61,4403.27,2258.98,6.9167,7.4172,8.5764,10.720999999999998,17.46,37764.06,1.8697,2.7181,0.21,37764.06,1.8697,8.5764,10.720999999999998,2.7181,0.21,15331.07,17.21,51.58,1190.47,-1603.97,3522.43,-2534.02,16.96,11.65,16.96,11.65,27.43,2.3508,1.617,11.5765,7.4172,2.95,20197.81,1.8697,20197.81,1.617,2309.24,2252.9,2284.58,-1603.97,33.7,16.96,11.65,20197.81,2821.22,2011.61,4403.27,2258.98,8.5764,10.720999999999998,-2534.02,101.44,3522.43,4403.27,2309.24,2252.9,2011.61,841.09,14.4578,2258.98,13893.4,14.4578,1.617,14.1687,2305.08,37764.06,827.83,2.53,10282710.0
919,2011-04-26,"32,668.15","32,658.86","32,777.30","32,535.05",94.27M,0.03%,7980.4,66063.23,5043.92,101.85,-2535.41,3347.55,3347.55,3.82,11.98,1.58,4789.88,2.96,1.91,13887.31,11046.04,2.7337,2.3524,2.7337,-1604.35,13.08,5384752.0,3770830.0,32634.86,1191.52,2822.66,2822.66,27.42,11.5735,7917.34,0.21,2930.71,0.67,37.26,2260.31,14.4529,3524.87,4404.39,21.79,2285.97,2012.58,4404.39,2260.31,6.919,7.4172,8.6196,10.7704,17.44,37964.15,1.8783,2.7337,0.21,37964.15,1.8783,8.6196,10.7704,2.7337,0.21,15326.57,17.23,51.66,1191.52,-1604.35,3524.87,-2535.41,16.96,11.65,16.96,11.65,27.42,2.3524,1.6163,11.5735,7.4172,2.96,20211.6,1.8783,20211.6,1.6163,2310.66,2254.26,2285.97,-1604.35,33.7,16.96,11.65,20211.6,2822.66,2012.58,4404.39,2260.31,8.6196,10.7704,-2535.41,101.85,3524.87,4404.39,2310.66,2254.26,2012.58,841.26,14.4529,2260.31,13887.31,14.4529,1.6163,14.1643,2306.37,37964.15,828.57,2.54,5288670.0
920,2011-04-21,"32,658.86","32,526.30","32,754.34","32,518.08",160.08M,0.41%,7967.32,66063.64,5035.65,101.84,-2535.32,3347.51,3347.51,3.82,11.98,1.58,4789.82,2.96,1.91,13887.13,11045.09,2.7284,2.3517,2.7284,-1604.26,13.08,5381788.0,3772282.0,32616.9,1191.46,2822.56,2822.56,27.41,11.5706,7917.24,0.21,2930.68,0.67,37.26,2260.29,14.449000000000002,3524.75,4398.05,21.76,2285.99,2012.45,4398.05,2260.29,6.9209,7.4258,8.6151,10.7496,17.4,37889.7,1.8746,2.7284,0.21,37889.7,1.8746,8.6151,10.7496,2.7284,0.21,15326.66,17.23,51.66,1191.46,-1604.26,3524.75,-2535.32,16.96,11.65,16.96,11.65,27.41,2.3517,1.6158,11.5706,7.4258,2.96,20211.88,1.8746,20211.88,1.6158,2310.68,2254.27,2285.99,-1604.26,33.7,16.96,11.65,20211.88,2822.56,2012.45,4398.05,2260.29,8.6151,10.7496,-2535.32,101.84,3524.75,4398.05,2310.68,2254.27,2012.45,841.09,14.449000000000002,2260.29,13887.13,14.449000000000002,1.6158,14.1608,2306.28,37889.7,828.57,2.54,10508160.0
921,2011-04-20,"32,526.30","31,837.06","32,526.30","31,837.06",236.21M,2.16%,7966.77,66064.27,5035.3,101.84,-2535.39,3347.66,3347.66,3.82,11.98,1.58,4789.88,2.94,1.91,13887.31,11045.18,2.7225,2.3422,2.7225,-1604.3,13.08,5359470.0,3765306.0,32481.64,1191.49,2822.63,2822.63,27.3,11.5234,7917.34,0.21,2930.71,0.67,37.26,2260.32,14.3901,3524.84,4398.0,21.76,2286.01,2012.47,4398.0,2260.32,6.9492,7.3957,8.5967,10.7263,17.25,37808.49,1.8706,2.7225,0.21,37808.49,1.8706,8.5967,10.7263,2.7225,0.21,15326.81,17.23,51.66,1191.49,-1604.3,3524.84,-2535.39,16.96,11.65,16.96,11.65,27.3,2.3422,1.6092,11.5234,7.3957,2.94,20212.15,1.8706,20212.15,1.6092,2310.71,2254.3,2286.01,-1604.3,33.7,16.96,11.65,20212.15,2822.63,2012.47,4398.0,2260.32,8.5967,10.7263,-2535.39,101.84,3524.84,4398.0,2310.71,2254.3,2012.47,841.05,14.3901,2260.32,13887.31,14.3901,1.6092,14.1027,2306.39,37808.49,828.57,2.55,12497770.0
922,2011-04-19,"31,837.06","31,388.63","31,905.73","31,388.63",193.92M,1.43%,7977.75,66069.11,5042.24,101.86,-2535.88,3348.23,3348.23,3.82,11.98,1.58,4790.34,2.88,1.91,13888.64,11049.38,2.6679,2.2923,2.6679,-1604.64,13.08,5252339.0,3678078.0,31832.36,1191.74,2823.18,2823.18,26.71,11.277000000000001,7918.1,0.21,2931.0,0.67,37.26,2260.6,14.0835,3525.52,4401.51,21.77,2286.23,2013.28,4401.51,2260.6,7.1005,7.2332,8.4185,10.5102,16.86,37054.0,1.8331,2.6679,0.21,37054.0,1.8331,8.4185,10.5102,2.6679,0.21,15327.93,17.23,51.66,1191.74,-1604.64,3525.52,-2535.88,16.96,11.65,16.96,11.65,26.71,2.2923,1.575,11.277000000000001,7.2332,2.88,20214.19,1.8331,20214.19,1.575,2310.92,2254.51,2286.23,-1604.64,33.7,16.96,11.65,20214.19,2823.18,2013.28,4401.51,2260.6,8.4185,10.5102,-2535.88,101.86,3525.52,4401.51,2310.92,2254.51,2013.28,841.58,14.0835,2260.6,13888.64,14.0835,1.575,13.8003,2306.98,37054.0,826.91,2.6,10852520.0
923,2011-04-18,"31,388.63","32,227.66","32,288.59","31,387.83",215.49M,-2.60%,7980.93,66073.62,5044.25,101.88,-2536.24,3348.73,3348.73,3.82,11.98,1.58,4790.77,2.84,1.91,13889.88,11050.77,2.6438,2.2598,2.6438,-1604.91,13.08,5183339.0,3625865.0,31414.18,1191.94,2823.58,2823.58,26.33,11.1166,7918.81,0.22,2931.26,0.67,37.26,2260.84,13.8836,3526.02,4403.69,21.78,2286.42,2013.55,4403.69,2260.84,7.2027,7.1278,8.3388,10.4145,16.58,36721.59,1.8165,2.6438,0.22,36721.59,1.8165,8.3388,10.4145,2.6438,0.22,15328.98,17.23,51.66,1191.94,-1604.91,3526.02,-2536.24,16.96,11.65,16.96,11.65,26.33,2.2598,1.5527,11.1166,7.1278,2.84,20215.84,1.8165,20215.84,1.5527,2311.11,2254.7,2286.42,-1604.91,33.7,16.96,11.65,20215.84,2823.58,2013.55,4403.69,2260.84,8.3388,10.4145,-2536.24,101.88,3526.02,4403.69,2311.11,2254.7,2013.55,841.96,13.8836,2260.84,13889.88,13.8836,1.5527,13.6022,2307.62,36721.59,827.32,2.64,12388500.0
924,2011-04-15,"32,227.66","32,418.33","32,453.71","32,191.14",199.98M,-0.59%,7970.55,66068.99,5037.69,101.86,-2535.68,3347.9,3347.9,3.82,11.98,1.58,4790.34,2.92,1.91,13888.62,11047.01,2.7001,2.3204,2.7001,-1604.51,13.08,5318788.0,3720315.0,32235.08,1191.64,2822.95,2822.95,27.04,11.4163,7918.09,0.21,2930.99,0.67,37.26,2260.54,14.2566,3525.24,4399.8,21.77,2286.22,2012.83,4399.8,2260.54,7.0143,7.3248,8.5233,10.6378,17.07,37500.95,1.8552,2.7001,0.21,37500.95,1.8552,8.5233,10.6378,2.7001,0.21,15327.9,17.23,51.66,1191.64,-1604.51,3525.24,-2535.68,16.96,11.65,16.96,11.65,27.04,2.3204,1.5943,11.4163,7.3248,2.92,20213.92,1.8552,20213.92,1.5943,2310.91,2254.5,2286.22,-1604.51,33.7,16.96,11.65,20213.92,2822.95,2012.83,4399.8,2260.54,8.5233,10.6378,-2535.68,101.86,3525.24,4399.8,2310.91,2254.5,2012.83,841.3,14.2566,2260.54,13888.62,14.2566,1.5943,13.9697,2306.97,37500.95,827.32,2.57,10638570.0
925,2011-04-14,"32,418.33","32,353.79","32,418.33","32,094.09",187.95M,0.20%,7976.64,66065.59,5041.54,101.85,-2535.45,3347.59,3347.59,3.82,11.98,1.58,4790.04,2.93,1.91,13887.77,11045.67,2.7165,2.3343,2.7165,-1604.35,13.08,5350913.0,3743089.0,32429.78,1191.52,2822.7,2822.7,27.21,11.4849,7917.6,0.21,2930.81,0.67,37.26,2260.39,14.3419,3524.92,4403.73,21.79,2286.09,2012.59,4403.73,2260.39,6.9726,7.3616,8.567,10.7028,17.14,37726.6,1.8665,2.7165,0.21,37726.6,1.8665,8.567,10.7028,2.7165,0.21,15327.11,17.23,51.66,1191.52,-1604.35,3524.92,-2535.45,16.96,11.65,16.96,11.65,27.21,2.3343,1.6039,11.4849,7.3616,2.93,20212.72,1.8665,20212.72,1.6039,2310.78,2254.37,2286.09,-1604.35,33.7,16.96,11.65,20212.72,2822.7,2012.59,4403.73,2260.39,8.567,10.7028,-2535.45,101.85,3524.92,4403.73,2310.78,2254.37,2012.59,841.23,14.3419,2260.39,13887.77,14.3419,1.6039,14.052999999999999,2306.87,37726.6,827.34,2.55,11530120.0
926,2011-04-13,"32,353.79","32,239.87","32,507.55","32,239.87",190.01M,0.35%,7983.77,66065.73,5046.05,101.86,-2535.67,3347.86,3347.86,3.82,11.98,1.58,4790.11,2.93,1.91,13887.97,11046.2,2.7133,2.3296,2.7133,-1604.51,13.08,5345316.0,3736255.0,32395.85,1191.64,2822.94,2822.94,27.15,11.460999999999999,7917.72,0.21,2930.85,0.66,37.26,2260.42,14.3132,3525.22,4408.47,21.81,2286.11,2012.68,4408.47,2260.42,6.9866,7.3389999999999995,8.5476,10.6892,17.16,37681.66,1.8642,2.7133,0.21,37681.66,1.8642,8.5476,10.6892,2.7133,0.21,15327.14,17.23,51.66,1191.64,-1604.51,3525.22,-2535.67,16.96,11.65,16.96,11.65,27.15,2.3296,1.6006,11.460999999999999,7.3389999999999995,2.93,20213.01,1.8642,20213.01,1.6006,2310.81,2254.4,2286.11,-1604.51,33.7,16.96,11.65,20213.01,2822.94,2012.68,4408.47,2260.42,8.5476,10.6892,-2535.67,101.86,3525.22,4408.47,2310.81,2254.4,2012.68,841.39,14.3132,2260.42,13887.97,14.3132,1.6006,14.0241,2307.01,37681.66,827.34,2.56,11510470.0
927,2011-04-12,"32,239.87","32,814.43","32,814.43","32,213.97",179.06M,-1.75%,7992.18,66063.41,5051.36,101.86,-2535.67,3347.8,3347.8,3.82,11.98,1.58,4790.01,2.92,1.91,13887.67,11046.25,2.7062,2.3215,2.7062,-1604.53,13.08,5331767.0,3725541.0,32313.74,1191.66,2822.95,2822.95,27.05,11.4206,7917.54,0.21,2930.79,0.66,37.26,2260.32,14.2634,3525.23,4413.22,21.83,2286.03,2012.71,4413.22,2260.32,7.0109,7.3053,8.5159,10.661,17.16,37582.46,1.8594,2.7062,0.21,37582.46,1.8594,8.5159,10.661,2.7062,0.21,15326.61,17.23,51.66,1191.66,-1604.53,3525.23,-2535.67,16.96,11.65,16.96,11.65,27.05,2.3215,1.5951,11.4206,7.3053,2.92,20212.25,1.8594,20212.25,1.5951,2310.72,2254.31,2286.03,-1604.53,33.7,16.96,11.65,20212.25,2822.95,2012.71,4413.22,2260.32,8.5159,10.661,-2535.67,101.86,3525.23,4413.22,2310.72,2254.31,2012.71,841.55,14.2634,2260.32,13887.67,14.2634,1.5951,13.9742,2307.1,37582.46,827.34,2.57,11524130.0
928,2011-04-11,"32,814.43","32,806.27","32,908.83","32,642.51",205.39M,0.02%,7974.45,66060.58,5040.15,101.85,-2535.43,3347.24,3347.24,3.82,11.98,1.58,4789.69,2.97,1.91,13886.74,11044.31,2.7435,2.363,2.7435,-1604.34,13.08,5423838.0,3794912.0,32871.75,1191.51,2822.68,2822.68,27.54,11.6253,7917.01,0.21,2930.59,0.67,37.26,2260.13,14.5188,3524.89,4404.66,21.79,2285.9,2012.33,4404.66,2260.13,6.8876,7.4499,8.6495,10.8082,17.55,38097.93,1.885,2.7435,0.21,38097.93,1.885,8.6495,10.8082,2.7435,0.21,15325.95,17.23,51.66,1191.51,-1604.34,3524.89,-2535.43,16.96,11.65,16.96,11.65,27.54,2.363,1.6236,11.6253,7.4499,2.97,20211.07,1.885,20211.07,1.6236,2310.59,2254.18,2285.9,-1604.34,33.7,16.96,11.65,20211.07,2822.68,2012.33,4404.66,2260.13,8.6495,10.8082,-2535.43,101.85,3524.89,4404.66,2310.59,2254.18,2012.33,841.18,14.5188,2260.13,13886.74,14.5188,1.6236,14.2261,2306.63,38097.93,827.34,2.52,13620800.0
929,2011-04-08,"32,806.27","32,633.25","32,914.20","32,633.25",264.42M,0.53%,7980.49,66061.15,5043.97,101.84,-2535.34,3347.48,3347.48,3.82,11.98,1.58,4789.63,2.97,1.91,13886.58,11043.51,2.7391,2.3624,2.7391,-1604.24,13.08,5420418.0,3792270.0,32851.02,1191.44,2822.58,2822.58,27.53,11.6228,7916.92,0.21,2930.56,0.66,37.26,2260.15,14.5151,3524.77,4408.18,21.81,2285.94,2012.23,4408.18,2260.15,6.8894,7.4421,8.6288,10.7914,17.55,38037.34,1.882,2.7391,0.21,38037.34,1.882,8.6288,10.7914,2.7391,0.21,15326.08,17.23,51.66,1191.44,-1604.24,3524.77,-2535.34,16.96,11.65,16.96,11.65,27.53,2.3624,1.6232,11.6228,7.4421,2.97,20211.44,1.882,20211.44,1.6232,2310.63,2254.22,2285.94,-1604.24,33.7,16.96,11.65,20211.44,2822.58,2012.23,4408.18,2260.15,8.6288,10.7914,-2535.34,101.84,3524.77,4408.18,2310.63,2254.22,2012.23,841.11,14.5151,2260.15,13886.58,14.5151,1.6232,14.2213,2306.84,38037.34,817.88,2.49,14597870.0
930,2011-04-07,"32,633.25","32,887.47","32,887.47","32,464.10",184.86M,-0.77%,7993.52,66061.46,5052.21,101.84,-2535.25,3347.56,3347.56,3.82,11.98,1.58,4789.79,2.95,1.91,13887.04,11043.89,2.7289,2.3499,2.7289,-1604.24,13.08,5394451.0,3770454.0,32693.64,1191.44,2822.48,2822.48,27.39,11.5619,7917.18,0.21,2930.66,0.66,37.26,2260.17,14.4384,3524.65,4415.54,21.85,2285.95,2012.25,4415.54,2260.17,6.926,7.3905,8.5825,10.7518,17.45,37896.27,1.875,2.7289,0.21,37896.27,1.875,8.5825,10.7518,2.7289,0.21,15326.15,17.23,51.66,1191.44,-1604.24,3524.65,-2535.25,16.96,11.65,16.96,11.65,27.39,2.3499,1.6146,11.5619,7.3905,2.95,20211.69,1.875,20211.69,1.6146,2310.65,2254.24,2285.95,-1604.24,33.7,16.96,11.65,20211.69,2822.48,2012.25,4415.54,2260.17,8.5825,10.7518,-2535.25,101.84,3524.65,4415.54,2310.65,2254.24,2012.25,841.15,14.4384,2260.17,13887.04,14.4384,1.6146,14.1452,2307.03,37896.27,817.88,2.51,12642960.0
931,2011-04-06,"32,887.47","32,630.86","32,887.47","32,605.95",206.96M,0.79%,7984.85,66059.11,5046.73,101.83,-2535.15,3347.21,3347.21,3.82,11.98,1.58,4789.6,2.98,1.91,13886.49,11042.7,2.7463,2.3683,2.7463,-1604.16,13.08,5433963.0,3800794.0,32933.11,1191.38,2822.36,2822.36,27.6,11.6525,7916.87,0.21,2930.54,0.66,37.26,2260.04,14.5517,3524.5,4410.87,21.82,2285.86,2012.03,4410.87,2260.04,6.872000000000001,7.456,8.6461,10.8205,17.57,38136.75,1.8869,2.7463,0.21,38136.75,1.8869,8.6461,10.8205,2.7463,0.21,15325.61,17.23,51.66,1191.38,-1604.16,3524.5,-2535.15,16.96,11.65,16.96,11.65,27.6,2.3683,1.6272,11.6525,7.456,2.98,20210.83,1.8869,20210.83,1.6272,2310.55,2254.14,2285.86,-1604.16,33.7,16.96,11.65,20210.83,2822.36,2012.03,4410.87,2260.04,8.6461,10.8205,-2535.15,101.83,3524.5,4410.87,2310.55,2254.14,2012.03,840.99,14.5517,2260.04,13886.49,14.5517,1.6272,14.2587,2306.48,38136.75,817.88,2.49,12927160.0
932,2011-04-05,"32,630.86","32,437.77","32,645.99","32,393.62",159.03M,0.60%,7989.93,66059.34,5049.94,101.84,-2535.2,3347.22,3347.22,3.82,11.98,1.58,4789.64,2.95,1.91,13886.59,11043.26,2.7259,2.3498,2.7259,-1604.21,13.08,5397980.0,3771781.0,32715.03,1191.41,2822.43,2822.43,27.39,11.5613,7916.93,0.21,2930.56,0.66,37.26,2260.07,14.437999999999999,3524.58,4412.93,21.83,2285.86,2012.11,4412.93,2260.07,6.9262,7.3944,8.5777,10.7397,17.41,37852.9,1.8729,2.7259,0.21,37852.9,1.8729,8.5777,10.7397,2.7259,0.21,15325.66,17.23,51.66,1191.41,-1604.21,3524.58,-2535.2,16.96,11.65,16.96,11.65,27.39,2.3498,1.6145,11.5613,7.3944,2.95,20210.84,1.8729,20210.84,1.6145,2310.55,2254.14,2285.86,-1604.21,33.7,16.96,11.65,20210.84,2822.43,2012.11,4412.93,2260.07,8.5777,10.7397,-2535.2,101.84,3524.58,4412.93,2310.55,2254.14,2012.11,841.17,14.437999999999999,2260.07,13886.59,14.437999999999999,1.6145,14.1477,2306.44,37852.9,817.88,2.51,9989993.0
933,2011-04-04,"32,437.77","32,385.32","32,528.36","32,337.61",158.46M,0.16%,7987.69,66060.59,5048.53,101.84,-2535.31,3347.41,3347.41,3.82,11.98,1.58,4789.81,2.94,1.91,13887.09,11043.93,2.7089999999999996,2.3358,2.7089999999999996,-1604.3,13.08,5363934.0,3750267.0,32508.69,1191.49,2822.55,2822.55,27.22,11.4924,7917.21,0.21,2930.67,0.66,37.26,2260.17,14.3519,3524.74,4412.72,21.83,2285.93,2012.22,4412.72,2260.17,6.9677,7.351,8.5253,10.6731,17.33,37619.81,1.8613,2.7089999999999996,0.21,37619.81,1.8613,8.5253,10.6731,2.7089999999999996,0.21,15325.95,17.23,51.66,1191.49,-1604.3,3524.74,-2535.31,16.96,11.65,16.96,11.65,27.22,2.3358,1.6049,11.4924,7.351,2.94,20211.54,1.8613,20211.54,1.6049,2310.63,2254.22,2285.93,-1604.3,33.7,16.96,11.65,20211.54,2822.55,2012.22,4412.72,2260.17,8.5253,10.6731,-2535.31,101.84,3524.74,4412.72,2310.63,2254.22,2012.22,841.15,14.3519,2260.17,13887.09,14.3519,1.6049,14.0628,2306.63,37619.81,817.88,2.52,9239397.0
